"date","load"
2011-01-01,5376.81070712768
2011-01-02,5090.59373836863
2011-01-03,4817.1589803286
2011-01-04,4700.56176508067
2011-01-05,4604.89382793594
2011-01-06,4669.22141396962
2011-01-07,4575.72960014515
2011-01-08,4610.7148110801
2011-01-09,4388.41122479434
2011-01-10,4179.02546599537
2011-01-11,4089.01922418851
2011-01-12,4095.16862467727
2011-01-13,4307.06128382174
2011-01-14,4315.36255360152
2011-01-15,4436.3779088713
2011-01-16,4356.63658699625
2011-01-17,4245.00689714718
2011-01-18,4358.80893863058
2011-01-19,4476.04678159176
2011-01-20,4612.71262829484
2011-01-21,4628.94806598847
2011-01-22,4728.01189005285
2011-01-23,4639.27977003158
2011-01-24,4512.40072330634
2011-01-25,4553.97830732413
2011-01-26,4568.59268990208
2011-01-27,4645.72187266559
2011-01-28,4646.88288245462
2011-01-29,4693.22220620593
2011-01-30,4499.32278880755
2011-01-31,4359.89544940959
2011-02-01,4285.34065087408
2011-02-02,4276.91988500974
2011-02-03,4407.06923786946
2011-02-04,4380.23431425462
2011-02-05,4445.7419201819
2011-02-06,4461.12932638368
2011-02-07,4340.20036467521
2011-02-08,4261.21671172101
2011-02-09,4232.64871910267
2011-02-10,4293.8723523643
2011-02-11,4232.80604846125
2011-02-12,4243.72760530921
2011-02-13,4242.10566433521
2011-02-14,4196.15322103943
2011-02-15,4039.95659600587
2011-02-16,4020.1266713721
2011-02-17,4070.43012327279
2011-02-18,4026.50358031716
2011-02-19,4105.38693629448
2011-02-20,4243.28324345564
2011-02-21,4146.7033910155
2011-02-22,3968.15309901646
2011-02-23,3830.54406771871
2011-02-24,3812.31836454934
2011-02-25,3786.85155562598
2011-02-26,3887.35875898184
2011-02-27,4052.36740699087
2011-02-28,4015.96270552642
