"date","load"
2011-01-01,3506.65864663716
2011-01-02,2993.44369213126
2011-01-03,2694.16583669233
2011-01-04,2345.77373130572
2011-01-05,2263.24646330727
2011-01-06,2205.36079071356
2011-01-07,2447.29857353374
2011-01-08,2472.45517870932
2011-01-09,3164.94350405048
2011-01-10,3189.10765496705
2011-01-11,3054.34151924421
2011-01-12,2579.44394783226
2011-01-13,2252.62071462614
2011-01-14,2644.55731605498
2011-01-15,4182.36669242341
2011-01-16,4782.95774060484
2011-01-17,6015.7956804478
2011-01-18,7042.64761253043
2011-01-19,6924.73513907296
2011-01-20,5659.84890013894
2011-01-21,5509.78273051888
2011-01-22,5665.5615723604
2011-01-23,6784.32708207968
2011-01-24,6643.25020070358
2011-01-25,5212.68183458547
2011-01-26,3831.78378438559
2011-01-27,4615.50257703588
2011-01-28,6218.00108484022
2011-01-29,6294.93841264785
2011-01-30,5463.81448608143
2011-01-31,5063.92081857324
2011-02-01,5028.35433989489
2011-02-02,4980.9912699592
2011-02-03,5021.44632478157
2011-02-04,4568.10391398915
2011-02-05,4028.95375370404
2011-02-06,3796.25748486431
2011-02-07,3631.13166499685
2011-02-08,3074.77333212147
2011-02-09,2726.20014990201
2011-02-10,3275.60541509631
2011-02-11,4559.04382326143
2011-02-12,4142.57820276493
2011-02-13,3626.62505635553
2011-02-14,3150.30628432899
2011-02-15,2891.71607355957
2011-02-16,2609.43440810559
2011-02-17,3400.8321399075
2011-02-18,4447.24763622851
2011-02-19,4517.85405004667
2011-02-20,4064.83500194675
2011-02-21,3189.31232145621
2011-02-22,2900.48222181674
2011-02-23,2927.70113940042
2011-02-24,3770.69469161276
2011-02-25,4528.87627513349
2011-02-26,4526.96159825515
2011-02-27,4396.24677856506
2011-02-28,4364.83300689371
