"date","load"
2011-01-01,5252.65445757836
2011-01-02,5041.69051315233
2011-01-03,4911.17745899947
2011-01-04,5070.29848736638
2011-01-05,5153.49711482302
2011-01-06,5017.76302078083
2011-01-07,4833.37643606154
2011-01-08,4837.0600371119
2011-01-09,4641.38253893373
2011-01-10,4462.31862183785
2011-01-11,4629.54235127114
2011-01-12,4739.08468667398
2011-01-13,4679.93083271865
2011-01-14,4672.29730977132
2011-01-15,4781.90128121672
2011-01-16,4747.91202905194
2011-01-17,4665.85853285674
2011-01-18,4795.46903261528
2011-01-19,4740.6766121277
2011-01-20,4792.62098978575
2011-01-21,4860.35350292328
2011-01-22,4958.89458281787
2011-01-23,4903.4864199955
2011-01-24,4781.34732247714
2011-01-25,4736.64994702367
2011-01-26,4584.46821871319
2011-01-27,4729.43119221512
2011-01-28,4830.89572148132
2011-01-29,4881.49842850309
2011-01-30,4805.12674199065
2011-01-31,4671.4297755818
2011-02-01,4548.06028896428
2011-02-02,4399.19074090756
2011-02-03,4592.97198307083
2011-02-04,4695.08691811624
2011-02-05,4705.88900105886
2011-02-06,4619.58994924884
2011-02-07,4463.06038039594
2011-02-08,4252.27983332521
2011-02-09,4137.69835500527
2011-02-10,4275.48388099135
2011-02-11,4318.47069323912
2011-02-12,4291.12350059741
2011-02-13,4224.51987145341
2011-02-14,4061.42571725899
2011-02-15,3771.79550414158
2011-02-16,3665.64370966623
2011-02-17,3830.90625454486
2011-02-18,3935.73214047393
2011-02-19,4027.26387906285
2011-02-20,4118.78540500942
2011-02-21,3990.46770381266
2011-02-22,3713.10285332489
2011-02-23,3708.39519667312
2011-02-24,3859.40104919121
2011-02-25,3874.1572708402
2011-02-26,3956.5335162586
2011-02-27,4094.81359648469
2011-02-28,3993.24913965233
