"date","load"
2011-01-01,4543.34193700374
2011-01-02,4480.47353666314
2011-01-03,4535.20588256853
2011-01-04,4720.91175018401
2011-01-05,5021.02201293205
2011-01-06,5366.77286420502
2011-01-07,5641.92071158794
2011-01-08,5726.91837940372
2011-01-09,5590.99598422234
2011-01-10,5286.15843950082
2011-01-11,4906.35512325698
2011-01-12,4547.03035878343
2011-01-13,4249.61073528851
2011-01-14,4048.04522286844
2011-01-15,3985.93877793187
2011-01-16,4092.76424230408
2011-01-17,4335.83819269141
2011-01-18,4614.46439707586
2011-01-19,4843.98163645559
2011-01-20,4964.16158908332
2011-01-21,4946.20433882368
2011-01-22,4811.33433564222
2011-01-23,4592.12159820289
2011-01-24,4363.98831852368
2011-01-25,4198.30495177007
2011-01-26,4127.29374909201
2011-01-27,4171.51877246109
2011-01-28,4346.57841935345
2011-01-29,4639.91694566963
2011-01-30,4988.8400139673
2011-01-31,5267.475923749
2011-02-01,5368.47481291106
2011-02-02,5251.32491359616
2011-02-03,4964.3520589542
2011-02-04,4602.61489822629
2011-02-05,4254.91904967341
2011-02-06,3966.64361322448
2011-02-07,3767.24216547842
2011-02-08,3693.5783215495
2011-02-09,3779.20996470217
2011-02-10,4011.35998604073
2011-02-11,4286.98300284567
2011-02-12,4519.37120672115
2011-02-13,4645.61966952289
2011-02-14,4631.16995904857
2011-02-15,4503.57806977429
2011-02-16,4289.79185485798
2011-02-17,4070.90020335566
2011-02-18,3912.95817109599
2011-02-19,3847.66589509663
2011-02-20,3894.26971835414
2011-02-21,4069.07359313203
2011-02-22,4359.88831059388
2011-02-23,4703.00298289286
2011-02-24,4967.87085096011
2011-02-25,5053.15209949901
2011-02-26,4918.06808902122
2011-02-27,4622.85474671726
2011-02-28,4261.37876247985
