"date","load"
2011-01-01,5248.26779900259
2011-01-02,5221.90246430342
2011-01-03,5078.57371746149
2011-01-04,5018.70295268356
2011-01-05,5065.70741247278
2011-01-06,5053.84434814133
2011-01-07,5160.71330729896
2011-01-08,5378.38015777796
2011-01-09,5363.45247708167
2011-01-10,5222.46191497621
2011-01-11,5160.94540473571
2011-01-12,5205.77733393996
2011-01-13,5187.96873394773
2011-01-14,5290.59446780208
2011-01-15,5505.44566769516
2011-01-16,5481.25498574347
2011-01-17,5328.02112690003
2011-01-18,5255.84521576806
2011-01-19,5291.67704770484
2011-01-20,5263.49298637167
2011-01-21,5357.06051858017
2011-01-22,5563.36934905503
2011-01-23,5527.49125912589
2011-01-24,5361.63538296693
2011-01-25,5277.6326686784
2011-01-26,5301.98579946656
2011-01-27,5262.02338809082
2011-01-28,5343.49241707474
2011-01-29,5536.61740596786
2011-01-30,5488.23153510994
2011-01-31,5311.17861491933
2011-02-01,5215.73383460312
2011-02-02,5227.48352191265
2011-02-03,5175.85214185152
2011-02-04,5243.58484452142
2011-02-05,5420.29108141334
2011-02-06,5360.29166589036
2011-02-07,5175.22978692398
2011-02-08,5070.41631439044
2011-02-09,5070.12830906331
2011-02-10,5008.60358949438
2011-02-11,5062.71935349215
2011-02-12,5221.71159861948
2011-02-13,5152.6310374385
2011-02-14,4964.06944279158
2011-02-15,4853.31162968647
2011-02-16,4843.06239667456
2011-02-17,4774.69793867019
2011-02-18,4816.86053623324
2011-02-19,4958.70318893918
2011-02-20,4884.09863149207
2011-02-21,4696.98869306379
2011-02-22,4584.30166832643
2011-02-23,4567.05564045533
2011-02-24,4495.43777998242
2011-02-25,4528.23843909148
2011-02-26,4654.81369359975
2011-02-27,4578.44433200347
2011-02-28,4397.26986204668
