"date","load"
2011-01-01,5205.12710471039
2011-01-02,5007.97236599227
2011-01-03,4821.75493077175
2011-01-04,4660.58258325201
2011-01-05,4558.79598326263
2011-01-06,4534.57581160379
2011-01-07,4541.56584562342
2011-01-08,4541.0981242304
2011-01-09,4504.13730757199
2011-01-10,4433.2922019183
2011-01-11,4362.11415843805
2011-01-12,4333.77685705929
2011-01-13,4368.54716773873
2011-01-14,4421.44244008815
2011-01-15,4454.46507627301
2011-01-16,4440.19647972283
2011-01-17,4383.96418484931
2011-01-18,4322.02947611596
2011-01-19,4299.5916096259
2011-01-20,4338.33540090692
2011-01-21,4394.06220607025
2011-01-22,4428.59685885985
2011-01-23,4413.71120743783
2011-01-24,4354.3053914397
2011-01-25,4287.27287342494
2011-01-26,4259.22140652543
2011-01-27,4292.97070498559
2011-01-28,4344.92610694573
2011-01-29,4376.15943561621
2011-01-30,4356.71088432501
2011-01-31,4290.6060581214
2011-02-01,4215.62133764389
2011-02-02,4180.21177461673
2011-02-03,4207.68336125954
2011-02-04,4255.2911163281
2011-02-05,4282.97250826468
2011-02-06,4258.40743413668
2011-02-07,4184.76455816582
2011-02-08,4101.29799783886
2011-02-09,4060.57112782124
2011-02-10,4081.57031883122
2011-02-11,4124.95909759041
2011-02-12,4149.42610591222
2011-02-13,4120.0581150053
2011-02-14,4039.25533040253
2011-02-15,3947.73336635755
2011-02-16,3904.05894616946
2011-02-17,3919.10401747018
2011-02-18,3958.89557814671
2011-02-19,3980.89400084685
2011-02-20,3949.34092397578
2011-02-21,3864.75165579024
2011-02-22,3765.62157876558
2011-02-23,3715.48617280702
2011-02-24,3725.81144500012
2011-02-25,3765.53679533396
2011-02-26,3786.99028833923
2011-02-27,3757.98332017876
2011-02-28,3671.4077107746
