"date","load"
2011-01-01,5223.41663417766
2011-01-02,5011.0373214689
2011-01-03,4835.271619641
2011-01-04,4689.50543472495
2011-01-05,4588.37002120648
2011-01-06,4531.30337988384
2011-01-07,4512.96582588027
2011-01-08,4481.76450267789
2011-01-09,4428.27059521306
2011-01-10,4361.99653548563
2011-01-11,4295.28949518441
2011-01-12,4240.92053552104
2011-01-13,4257.87454114165
2011-01-14,4293.61450200665
2011-01-15,4316.5946347762
2011-01-16,4297.17412179568
2011-01-17,4247.52515804843
2011-01-18,4191.92766722733
2011-01-19,4158.44760533148
2011-01-20,4172.34037793451
2011-01-21,4231.07024785158
2011-01-22,4277.81511786678
2011-01-23,4264.37952874081
2011-01-24,4218.13066552262
2011-01-25,4145.0870291215
2011-01-26,4105.51246060243
2011-01-27,4105.19703505615
2011-01-28,4172.0740676455
2011-01-29,4213.88083198961
2011-01-30,4214.47826921414
2011-01-31,4177.47741533236
2011-02-01,4129.08447707153
2011-02-02,4083.25616602704
2011-02-03,4085.21081848371
2011-02-04,4127.23576979135
2011-02-05,4172.69392615949
2011-02-06,4166.7576523308
2011-02-07,4115.26395956974
2011-02-08,4054.35857631186
2011-02-09,3989.05566846144
2011-02-10,3991.98715428636
2011-02-11,4032.1403135145
2011-02-12,4075.9935726419
2011-02-13,4072.38538855364
2011-02-14,4020.81452144156
2011-02-15,3911.02770781242
2011-02-16,3830.80220770508
2011-02-17,3836.38831836023
2011-02-18,3898.52880808658
2011-02-19,3972.29030803106
2011-02-20,3986.2138588116
2011-02-21,3897.47533023935
2011-02-22,3779.13147990374
2011-02-23,3688.23803093117
2011-02-24,3686.33995135619
2011-02-25,3757.20995900094
2011-02-26,3824.93044865843
2011-02-27,3844.26778672645
2011-02-28,3748.1629428249
