"date","load"
2011-01-01,4959.11736743749
2011-01-02,4677.70278802313
2011-01-03,4475.62451061328
2011-01-04,4343.96221955709
2011-01-05,4288.80488888539
2011-01-06,4315.47070637572
2011-01-07,4381.34383292589
2011-01-08,4422.03244939338
2011-01-09,4391.70557027408
2011-01-10,4319.59762717439
2011-01-11,4263.0290523766
2011-01-12,4257.12085000826
2011-01-13,4314.3790565012
2011-01-14,4398.41336275419
2011-01-15,4446.62021379765
2011-01-16,4417.14777838617
2011-01-17,4342.2948247004
2011-01-18,4282.24251634072
2011-01-19,4270.38894601557
2011-01-20,4321.54339885578
2011-01-21,4400.77611633767
2011-01-22,4443.61149218903
2011-01-23,4408.85622721247
2011-01-24,4327.04675097426
2011-01-25,4260.98455318885
2011-01-26,4243.0574671609
2011-01-27,4287.91605632857
2011-01-28,4361.64477080338
2011-01-29,4398.08857607653
2011-01-30,4357.41096891923
2011-01-31,4267.45695305196
2011-02-01,4195.41845307546
2011-02-02,4172.99473423297
2011-02-03,4212.31741490667
2011-02-04,4279.9623218517
2011-02-05,4308.33478899822
2011-02-06,4259.06217572031
2011-02-07,4158.65507619293
2011-02-08,4079.4843108915
2011-02-09,4053.82211648922
2011-02-10,4090.92921113641
2011-02-11,4152.47661118805
2011-02-12,4169.25346556414
2011-02-13,4109.64939924754
2011-02-14,3993.43151714783
2011-02-15,3898.43913383126
2011-02-16,3864.06594813052
2011-02-17,3904.92162871641
2011-02-18,3962.86987782133
2011-02-19,3976.19138972451
2011-02-20,3918.14051548334
2011-02-21,3784.68793658748
2011-02-22,3678.82664258662
2011-02-23,3628.52834855463
2011-02-24,3653.28155925846
2011-02-25,3710.11648278153
2011-02-26,3742.49733452754
2011-02-27,3695.31778514836
2011-02-28,3570.19824563537
