"date","load"
2011-01-01,5231.15165228814
2011-01-02,5285.77565960455
2011-01-03,5254.21345276894
2011-01-04,5184.09556732763
2011-01-05,5188.78794088156
2011-01-06,5174.06927957366
2011-01-07,5293.07155385771
2011-01-08,5513.50171063431
2011-01-09,5539.14098200132
2011-01-10,5416.21160584537
2011-01-11,5420.21770306149
2011-01-12,5502.1706345092
2011-01-13,5561.5730376054
2011-01-14,5761.66439241004
2011-01-15,6069.20750930664
2011-01-16,6154.98355456288
2011-01-17,6062.09726231908
2011-01-18,6095.69859563409
2011-01-19,6201.01529105352
2011-01-20,6263.7259843942
2011-01-21,6466.2794551156
2011-01-22,6768.55411271064
2011-01-23,6802.92083537303
2011-01-24,6624.347940093
2011-01-25,6571.70740830269
2011-01-26,6584.18308251349
2011-01-27,6541.82615144857
2011-01-28,6637.47412170526
2011-01-29,6826.61527818223
2011-01-30,6743.31045335598
2011-01-31,6458.32709596821
2011-02-01,6309.52894477882
2011-02-02,6235.86854952681
2011-02-03,6124.49060869542
2011-02-04,6157.17614889999
2011-02-05,6290.98133617027
2011-02-06,6190.13868909879
2011-02-07,5921.77793762865
2011-02-08,5794.1768475223
2011-02-09,5749.60016116519
2011-02-10,5682.32243034902
2011-02-11,5759.34942420621
2011-02-12,5941.40648585269
2011-02-13,5908.71898143455
2011-02-14,5716.0430860597
2011-02-15,5655.78060068221
2011-02-16,5672.61570202933
2011-02-17,5661.01795622843
2011-02-18,5785.64218727931
2011-02-19,6007.54574376698
2011-02-20,6000.89463617351
2011-02-21,5817.27285351868
2011-02-22,5753.67459281525
2011-02-23,5754.07306569459
2011-02-24,5711.6480810177
2011-02-25,5792.88836874198
2011-02-26,5956.94311233871
2011-02-27,5882.6018583661
2011-02-28,5630.03166693447
