"date","load"
2011-01-01,5322.72273098393
2011-01-02,5497.12797884427
2011-01-03,5448.39896907106
2011-01-04,5501.12958461674
2011-01-05,5552.18901276181
2011-01-06,5440.88111660616
2011-01-07,5322.54013656859
2011-01-08,5455.04400513849
2011-01-09,5114.57077296673
2011-01-10,4628.30803140823
2011-01-11,4532.81031669764
2011-01-12,4702.0929331391
2011-01-13,4676.40646327831
2011-01-14,4560.43919534787
2011-01-15,4762.25013742432
2011-01-16,4793.23669336372
2011-01-17,4678.52686058363
2011-01-18,4767.24230344486
2011-01-19,5001.02371012169
2011-01-20,4933.19197238941
2011-01-21,4911.5948473095
2011-01-22,5292.52874157629
2011-01-23,5347.68979587909
2011-01-24,5085.11604647493
2011-01-25,4771.78892763325
2011-01-26,4622.74552227665
2011-01-27,4894.85392831463
2011-01-28,5238.56895281293
2011-01-29,5366.64901476165
2011-01-30,5017.9967239062
2011-01-31,4815.33629657925
2011-02-01,4812.2980876118
2011-02-02,4888.2071435139
2011-02-03,4858.22590017918
2011-02-04,4702.96829895634
2011-02-05,4715.32228981204
2011-02-06,4652.08175189282
2011-02-07,4647.75964355059
2011-02-08,4544.31503916917
2011-02-09,4599.71860864369
2011-02-10,4645.54688929617
2011-02-11,4748.23975518697
2011-02-12,4746.53266504329
2011-02-13,4686.92383124862
2011-02-14,4495.50603412497
2011-02-15,4191.28791807873
2011-02-16,4074.4455370656
2011-02-17,4077.77582496783
2011-02-18,4405.80013510147
2011-02-19,4712.82879766945
2011-02-20,4665.49944145825
2011-02-21,4376.10837366801
2011-02-22,4108.30868265668
2011-02-23,4062.51937966692
2011-02-24,4175.4329974263
2011-02-25,4259.28986791881
2011-02-26,4282.60297177007
2011-02-27,4412.37068937336
2011-02-28,4272.14046414964
