"date","load"
2011-01-01,5082.12223607394
2011-01-02,4842.8375770077
2011-01-03,4648.68972069252
2011-01-04,4502.27240140455
2011-01-05,4423.80043607401
2011-01-06,4425.02325898976
2011-01-07,4461.45483927465
2011-01-08,4481.56528681189
2011-01-09,4447.92143892303
2011-01-10,4376.44491454634
2011-01-11,4312.57160540733
2011-01-12,4295.44885353378
2011-01-13,4341.46311211997
2011-01-14,4409.92790142117
2011-01-15,4450.54264503533
2011-01-16,4428.6721290545
2011-01-17,4363.12950477485
2011-01-18,4302.13599622834
2011-01-19,4284.99027782074
2011-01-20,4329.93939988134
2011-01-21,4397.41916120396
2011-01-22,4436.10417552444
2011-01-23,4411.28371732515
2011-01-24,4340.67607120698
2011-01-25,4274.1287133069
2011-01-26,4251.13943684317
2011-01-27,4290.44338065708
2011-01-28,4353.28543887456
2011-01-29,4387.12400584637
2011-01-30,4357.06092662212
2011-01-31,4279.03150558668
2011-02-01,4205.51989535968
2011-02-02,4176.60325442485
2011-02-03,4210.0003880831
2011-02-04,4267.6267190899
2011-02-05,4295.65364863145
2011-02-06,4258.7348049285
2011-02-07,4171.70981717937
2011-02-08,4090.39115436518
2011-02-09,4057.19662215523
2011-02-10,4086.24976498382
2011-02-11,4138.71785438923
2011-02-12,4159.33978573818
2011-02-13,4114.85375712642
2011-02-14,4016.34342377518
2011-02-15,3923.08625009441
2011-02-16,3884.06244714999
2011-02-17,3912.0128230933
2011-02-18,3960.88272798402
2011-02-19,3978.54269528568
2011-02-20,3933.74071972956
2011-02-21,3824.71979618886
2011-02-22,3722.2241106761
2011-02-23,3672.00726068082
2011-02-24,3689.54650212929
2011-02-25,3737.82663905775
2011-02-26,3764.74381143338
2011-02-27,3726.65055266356
2011-02-28,3620.80297820499
