"date","load"
2011-01-01,5282.51318354568
2011-01-02,5018.58782805465
2011-01-03,4794.31083440765
2011-01-04,4883.51070490459
2011-01-05,4882.57671937066
2011-01-06,4844.78509713095
2011-01-07,4727.3564575897
2011-01-08,4683.25634209123
2011-01-09,4514.14730353027
2011-01-10,4384.71859806033
2011-01-11,4519.3918864828
2011-01-12,4582.02584139717
2011-01-13,4648.49546919252
2011-01-14,4616.47278754983
2011-01-15,4625.58604884439
2011-01-16,4531.19379792621
2011-01-17,4444.05261943829
2011-01-18,4546.53556299611
2011-01-19,4578.47420399728
2011-01-20,4668.9496221615
2011-01-21,4665.38109628796
2011-01-22,4689.55795189567
2011-01-23,4640.44083753862
2011-01-24,4563.65261172868
2011-01-25,4593.49556005775
2011-01-26,4548.74980858723
2011-01-27,4646.61064627324
2011-01-28,4661.55704690393
2011-01-29,4690.27796023894
2011-01-30,4652.2480887872
2011-01-31,4579.96852366161
2011-02-01,4509.35647476645
2011-02-02,4425.98809183202
2011-02-03,4514.73154364767
2011-02-04,4542.04855074674
2011-02-05,4572.67205533824
2011-02-06,4535.64563664956
2011-02-07,4446.1487716718
2011-02-08,4315.36381963484
2011-02-09,4222.71418653484
2011-02-10,4295.58430136005
2011-02-11,4336.71152253478
2011-02-12,4355.04179597748
2011-02-13,4337.62809258116
2011-02-14,4225.47014351196
2011-02-15,4063.30752227083
2011-02-16,3975.3668789295
2011-02-17,4020.58540407132
2011-02-18,4061.06118730618
2011-02-19,4090.83222693691
2011-02-20,4095.73529370869
2011-02-21,3951.81518022242
2011-02-22,3786.06767602393
2011-02-23,3705.59711568864
2011-02-24,3724.59001227949
2011-02-25,3745.65743873293
2011-02-26,3802.87912112999
2011-02-27,3828.4702366002
2011-02-28,3687.61650665887
